name,position,element,fixture,oppoine,opponentposition,was_home,difficulty,minutes,starts,goals_scored,assists,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,red_cards,bonus,bps,total_points,value,xP,team_a_score,team_h_score,playerteamposition,penalties_missed,yellow_cards,clean_sheets,goals_conceded,saves,penalties_saved,team
Darwin Núñez Ribeiro,FWD,293,68,18,8,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,74,2.8,1,2,5,0.0,,,,,,Unknown
Folarin Balogun,FWD,1,62,3,15,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,4,0,2,0.0,,,,,,Unknown
Nathan Fraser,FWD,704,70,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-1.0,1,2,13,0.0,,,,,,Unknown
Romelu Lukaku Bolingoli,FWD,207,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,68,0.0,2,0,12,0.0,,,,,,Unknown
Deniz Undav,FWD,149,61,2,7,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,1,6,6,0.0,,,,,,Unknown
Christopher Nkunku,FWD,212,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,73,0.0,2,0,12,0.0,,,,,,Unknown
Bénie Traoré,FWD,593,69,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,53,-0.2,0,2,PROMOTED,0.0,,,,,,Unknown
Odsonne Edouard,FWD,225,65,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,56,0.0,1,0,11,0.0,,,,,,Unknown
Lyle Foster,FWD,168,66,15,4,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,0,2,PROMOTED,0.0,,,,,,Unknown
Lyle Foster,FWD,168,15,12,PROMOTED,False,5,79,1,1.0,0.0,6.3,37.8,3.3,22,0.47,0.04,0.51,1.12,0,3,28,9,50,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Sasa Kalajdzic,FWD,562,70,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,-1.0,1,2,13,0.0,,,,,,Unknown
Armando Broja,FWD,193,64,10,10,False,4,64,1,1.0,0.0,6.4,36.4,2.9,25,0.49,0.02,0.51,0.32,0,0,25,6,49,2.3,2,0,12,0.0,,,,,,Unknown
Dominic Solanke,FWD,85,62,1,2,True,3,90,1,0.0,0.0,4.4,3.8,21.7,18,0.15,0.14,0.29,3.47,0,0,3,2,64,1.4,4,0,15,0.0,,,,,,Unknown
Chris Wood,FWD,468,67,4,9,True,4,9,0,0.0,0.0,0.2,0.0,0.1,4,0.23,0.0,0.23,0.83,0,0,-1,1,49,1.0,1,1,16,0.0,,,,,,Unknown
Ronnie Stutter,FWD,717,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,0,12,0.0,,,,,,Unknown
Jacob Brown,FWD,631,63,9,17,False,5,90,1,0.0,0.0,0.7,3.2,1.9,2,0.03,0.01,0.04,2.9,0,0,3,2,49,3.1,2,1,PROMOTED,0.0,,,,,,Unknown
Jacob Brown,FWD,631,15,6,PROMOTED,True,5,68,1,0.0,0.0,5.7,6.0,30.5,20,0.36,0.08,0.44,0.98,0,0,4,1,49,3.1,2,1,PROMOTED,0.0,,,,,,Unknown
Divock Origi,FWD,714,74,8,11,False,4,14,0,0.0,0.0,0.2,0.0,0.3,2,0.0,0.0,0.0,0.03,0,0,2,1,50,0.7,0,0,16,0.0,,,,,,Unknown
Ivan Toney,FWD,117,78,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,79,0.0,1,2,9,0.0,,,,,,Unknown
Eddie Nketiah,FWD,13,71,13,1,True,3,74,1,0.0,0.0,1.6,0.0,0.8,21,0.16,0.0,0.16,0.55,0,0,-1,2,55,2.2,0,1,2,0.0,,,,,,Unknown
Kieffer Moore,FWD,76,75,9,17,False,5,24,0,0.0,0.0,4.1,2.4,10.7,28,0.2,0.24,0.44,0.51,0,0,4,1,47,0.3,0,3,15,0.0,,,,,,Unknown
Rasmus Højlund,FWD,617,78,4,9,True,4,90,1,0.0,0.0,4.0,0.0,13.8,28,0.09,0.03,0.12,0.95,0,0,-2,2,71,2.5,1,2,3,0.0,,,,,,Unknown
Luke Plange,FWD,237,74,16,16,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,11,0.0,,,,,,Unknown
Andi Zeqiri,FWD,155,72,11,5,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,2,2,6,0.0,,,,,,Unknown
Fábio Silva,FWD,552,80,2,7,True,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.64,0,0,1,1,54,0.3,1,1,13,0.0,,,,,,Unknown
William Osula,FWD,490,76,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,-0.1,1,3,PROMOTED,0.0,,,,,,Unknown
Ollie Watkins,FWD,60,80,20,13,False,4,90,1,0.0,1.0,6.4,16.2,10.6,37,0.31,0.22,0.53,1.19,0,0,16,5,81,12.3,1,1,7,0.0,,,,,,Unknown
Gianluca Scamacca,FWD,541,79,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,2,2,14,0.0,,,,,,Unknown
Danny Ings,FWD,535,79,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,57,-0.2,2,2,14,0.0,,,,,,Unknown
Daniel Jebbison,FWD,483,76,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,48,-0.1,1,3,PROMOTED,0.0,,,,,,Unknown
Jean-Philippe Mateta,FWD,232,74,16,16,True,5,90,1,0.0,0.0,3.0,4.0,1.3,25,0.21,0.02,0.23,1.18,0,0,-1,2,49,1.7,0,0,11,0.0,,,,,,Unknown
Michael Obafemi,FWD,174,73,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,4,1,PROMOTED,0.0,,,,,,Unknown
Elijah Adebayo,FWD,314,77,18,8,True,4,66,1,0.0,0.0,2.1,4.2,10.3,6,0.0,0.01,0.01,1.99,0,0,-2,2,48,2.3,1,0,PROMOTED,0.0,,,,,,Unknown
Dominic Calvert-Lewin,FWD,246,75,3,15,True,5,82,1,0.0,0.0,2.0,0.0,2.3,23,0.34,0.02,0.36,0.58,0,0,-1,2,58,4.3,0,3,17,0.0,,,,,,Unknown
Halil Dervişoğlu,FWD,100,78,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,2,9,0.0,,,,,,Unknown
João Pedro Junqueira de Jesus,FWD,135,72,11,5,True,3,88,1,0.0,0.0,4.5,4.0,23.8,17,0.57,0.1,0.67,2.4,0,0,0,2,53,1.8,2,2,6,0.0,,,,,,Unknown
Iliman Ndiaye,FWD,486,76,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,1,3,PROMOTED,0.0,,,,,,Unknown
Neal Maupay,FWD,258,78,14,3,False,3,20,0,0.0,0.0,0.8,1.0,0.2,7,0.04,0.0,0.04,0.92,0,0,-2,0,49,-0.2,1,2,9,0.0,,,,,,Unknown
Divin Mubama,FWD,538,79,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,43,-0.5,2,2,14,0.0,,,,,,Unknown
Yoane Wissa,FWD,119,78,14,3,False,3,69,1,0.0,1.0,4.6,23.4,11.0,12,0.06,0.02,0.08,0.52,0,0,21,5,59,2.5,1,2,9,0.0,,,,,,Unknown
Aleksandar Mitrović,FWD,278,76,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,74,0.0,1,3,10,0.0,,,,,,Unknown
Chiedozie Ogbene,FWD,328,77,18,8,True,4,90,1,0.0,0.0,4.0,12.4,12.8,15,0.1,0.48,0.58,1.99,0,0,15,2,49,1.5,1,0,PROMOTED,0.0,,,,,,Unknown
Wout Weghorst,FWD,183,73,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,4,1,PROMOTED,0.0,,,,,,Unknown
Jhon Durán,FWD,44,80,20,13,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.3,1,1,7,0.0,,,,,,Unknown
Michail Antonio,FWD,523,79,15,4,True,3,74,1,0.0,0.0,0.1,0.0,2.1,2,0.0,0.0,0.0,1.95,0,0,0,1,59,1.7,2,2,14,0.0,,,,,,Unknown
Jamie Donley,FWD,722,77,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,1,0,8,0.0,,,,,,Unknown
Shola Shoretire,FWD,399,78,4,9,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.5,1,2,3,0.0,,,,,,Unknown
Ademola Ola-Adebomi,FWD,720,74,16,16,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,11,0.0,,,,,,Unknown
Aaron Connolly,FWD,127,72,11,5,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,2,6,0.0,,,,,,Unknown
Jay Rodriguez,FWD,177,73,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,53,0.3,4,1,PROMOTED,0.0,,,,,,Unknown
Joe Taylor,FWD,336,77,18,8,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,PROMOTED,0.0,,,,,,Unknown
Dane Scarlett,FWD,640,77,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,8,0.0,,,,,,Unknown
Norberto Bercique Gomes Betuncal,FWD,691,75,3,15,True,5,7,0,0.0,0.0,0.7,0.0,0.3,9,0.17,0.0,0.17,0.13,0,0,-3,1,60,1.3,0,3,17,0.0,,,,,,Unknown
John McAtee,FWD,324,77,18,8,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,PROMOTED,0.0,,,,,,Unknown
Wesley Moraes Ferreira da Silva,FWD,61,80,20,13,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,1,7,0.0,,,,,,Unknown
Evan Ferguson,FWD,132,72,11,5,True,3,59,1,0.0,0.0,1.7,4.4,11.2,1,0.05,0.01,0.06,2.17,0,0,1,1,60,0.5,2,2,6,0.0,,,,,,Unknown
Emmanuel Dennis,FWD,443,74,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,48,0.0,0,0,16,0.0,,,,,,Unknown
Admiral Muskwe,FWD,327,77,18,8,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,PROMOTED,0.0,,,,,,Unknown
Alejo Véliz,FWD,641,77,12,PROMOTED,False,5,1,0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.03,0,0,1,1,54,0.8,1,0,8,0.0,,,,,,Unknown
Cody Gakpo,FWD,297,72,5,6,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,72,0.0,2,2,5,0.0,,,,,,Unknown
Nicolas Jackson,FWD,211,73,6,PROMOTED,False,5,45,0,1.0,0.0,7.9,45.2,10.5,23,0.14,0.05,0.19,0.46,0,1,31,6,69,2.8,4,1,12,0.0,,,,,,Unknown
Aribim Pepple,FWD,331,77,18,8,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,PROMOTED,0.0,,,,,,Unknown
Ellis Simms,FWD,264,75,3,15,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,3,17,0.0,,,,,,Unknown
Taiwo Awoniyi,FWD,437,74,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,66,1.0,0,0,16,0.0,,,,,,Unknown
Thomas Cannon,FWD,649,75,3,15,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,3,17,0.0,,,,,,Unknown
Callum Wilson,FWD,433,79,19,14,False,4,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08,0,0,1,1,78,1.4,2,2,4,0.0,,,,,,Unknown
Zeki Amdouni,FWD,594,73,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,54,0.5,4,1,PROMOTED,0.0,,,,,,Unknown
Keinan Davis,FWD,39,80,20,13,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,1,1,7,0.0,,,,,,Unknown
Sam Surridge,FWD,464,74,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,16,0.0,,,,,,Unknown
Gabriel Fernando de Jesus,FWD,8,71,13,1,True,3,90,1,0.0,0.0,3.4,9.2,8.2,17,0.02,0.05,0.07,0.55,0,0,-1,1,80,2.2,0,1,2,0.0,,,,,,Unknown
Mason Burstow,FWD,623,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,4,1,12,0.0,,,,,,Unknown
Julián Álvarez,FWD,343,71,1,2,False,3,67,1,0.0,0.0,1.6,1.6,2.3,12,0.15,0.04,0.19,0.35,0,0,7,2,70,4.2,0,1,1,0.0,,,,,,Unknown
Rodrigo Muniz Carvalho,FWD,279,76,17,PROMOTED,True,5,12,0,0.0,0.0,2.8,5.4,11.2,11,0.16,0.0,0.16,0.02,0,0,3,1,44,0.8,1,3,10,0.0,,,,,,Unknown
Youssef Ramalho Chermiti,FWD,645,75,3,15,True,5,1,0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0,0,2,1,49,0.3,0,3,17,0.0,,,,,,Unknown
Alexander Isak,FWD,415,79,19,14,False,4,85,1,2.0,0.0,14.6,66.8,3.3,76,1.6,0.01,1.61,1.14,0,3,51,13,75,8.5,2,2,4,0.0,,,,,,Unknown
John-Kymani Gordon,FWD,658,74,16,16,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,11,0.0,,,,,,Unknown
Pierre-Emerick Aubameyang,FWD,188,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,65,0.0,4,1,12,0.0,,,,,,Unknown
Antwoine Hackford,FWD,656,76,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,1,3,PROMOTED,0.0,,,,,,Unknown
Jay Stansfield,FWD,651,76,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,3,10,0.0,,,,,,Unknown
Erling Haaland,FWD,355,71,1,2,False,3,90,1,0.0,0.0,3.8,7.8,21.8,8,0.0,0.17,0.17,0.41,0,0,11,2,141,3.8,0,1,1,0.0,,,,,,Unknown
Anthony Martial,FWD,390,78,4,9,True,4,19,0,0.0,0.0,2.4,3.6,1.6,19,0.16,0.0,0.16,0.25,0,0,1,1,65,1.2,1,2,3,0.0,,,,,,Unknown
Danny Welbeck,FWD,154,72,11,5,True,3,30,0,0.0,0.0,0.3,1.0,0.0,2,0.0,0.0,0.0,0.32,0,0,2,1,58,0.5,2,2,6,0.0,,,,,,Unknown
Carlos Vinícius Alves Morais,FWD,287,76,17,PROMOTED,True,5,77,1,0.0,0.0,5.9,9.2,32.5,17,0.04,0.04,0.08,0.55,0,0,8,2,48,1.8,1,3,10,0.0,,,,,,Unknown
David Datro Fofana,FWD,200,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,4,1,12,0.0,,,,,,Unknown
Louie Marsh,FWD,654,76,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,3,PROMOTED,0.0,,,,,,Unknown
Oliver McBurnie,FWD,485,76,10,10,False,4,90,1,0.0,0.0,5.0,11.2,3.1,36,0.13,0.01,0.13,2.14,0,0,-2,1,54,0.5,1,3,PROMOTED,0.0,,,,,,Unknown
Deivid Washington de Souza Eugênio,FWD,677,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,4,1,12,0.0,,,,,,Unknown
Hwang Ui-jo,FWD,466,74,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,0,0,16,0.0,,,,,,Unknown
Raúl Jiménez,FWD,558,76,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,54,1.5,1,3,10,0.0,,,,,,Unknown
Rhian Brewster,FWD,477,76,10,10,False,4,11,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33,0,0,3,1,49,0.2,1,3,PROMOTED,0.0,,,,,,Unknown
Matheus Santos Carneiro Da Cunha,FWD,590,80,2,7,True,4,75,1,0.0,0.0,0.5,3.2,0.2,2,0.0,0.0,0.0,1.01,0,0,3,2,55,3.0,1,1,13,0.0,,,,,,Unknown
Cameron Archer,FWD,33,76,10,10,False,4,78,1,0.0,0.0,4.4,9.8,22.3,12,0.0,0.01,0.01,1.81,0,0,7,2,45,1.5,1,3,PROMOTED,0.0,,,,,,Unknown
Carlton Morris,FWD,326,77,18,8,True,4,90,1,0.0,0.0,5.0,3.2,13.9,33,0.2,0.07,0.27,1.99,0,0,1,1,56,4.5,1,0,PROMOTED,0.0,,,,,,Unknown
Cauley Woodrow,FWD,340,77,18,8,True,4,23,0,0.0,0.0,2.1,9.6,4.8,7,0.15,0.01,0.16,0.0,0,0,5,1,44,0.3,1,0,PROMOTED,0.0,,,,,,Unknown
Harry Kane,FWD,500,77,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,125,0.0,1,0,8,0.0,,,,,,Unknown
Antoine Semenyo,FWD,82,75,9,17,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.7,0,3,15,0.0,,,,,,Unknown
Darwin Núñez Ribeiro,FWD,293,72,5,6,False,3,90,1,0.0,1.0,7.2,19.4,23.1,29,0.11,0.38,0.49,2.3,0,0,14,5,74,4.2,2,2,5,0.0,,,,,,Unknown
Folarin Balogun,FWD,1,71,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,0,1,2,0.0,,,,,,Unknown
Nathan Fraser,FWD,704,80,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,1,13,0.0,,,,,,Unknown
Romelu Lukaku Bolingoli,FWD,207,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,68,0.0,4,1,12,0.0,,,,,,Unknown
Deniz Undav,FWD,149,72,11,5,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,2,2,6,0.0,,,,,,Unknown
Christopher Nkunku,FWD,212,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,73,0.0,4,1,12,0.0,,,,,,Unknown
Bénie Traoré,FWD,593,76,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,53,-0.2,1,3,PROMOTED,0.0,,,,,,Unknown
Odsonne Edouard,FWD,225,74,16,16,True,5,90,1,0.0,0.0,2.3,8.0,12.6,2,0.0,0.08,0.08,1.18,0,0,8,2,55,1.3,0,0,11,0.0,,,,,,Unknown
Lyle Foster,FWD,168,73,7,12,True,4,90,1,0.0,1.0,4.0,22.6,13.0,4,0.13,0.09,0.22,1.58,0,0,14,5,50,3.0,4,1,PROMOTED,0.0,,,,,,Unknown
Sasa Kalajdzic,FWD,562,80,2,7,True,4,14,0,0.0,0.0,1.6,1.4,10.3,4,0.12,0.2,0.32,0.64,0,0,7,1,49,0.3,1,1,13,0.0,,,,,,Unknown
Armando Broja,FWD,193,73,6,PROMOTED,False,5,45,1,0.0,0.0,2.0,2.0,2.9,15,0.08,0.02,0.1,0.29,0,0,0,1,49,3.2,4,1,12,0.0,,,,,,Unknown
Dominic Solanke,FWD,85,75,9,17,False,5,90,1,0.0,0.0,5.9,13.8,14.9,30,0.11,0.17,0.28,2.71,0,0,-1,1,64,3.0,0,3,15,0.0,,,,,,Unknown
Chris Wood,FWD,468,74,8,11,False,4,75,1,0.0,0.0,1.9,4.6,12.1,2,0.0,0.01,0.01,0.78,0,0,4,2,49,1.3,0,0,16,0.0,,,,,,Unknown
Ronnie Stutter,FWD,717,73,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,4,1,12,0.0,,,,,,Unknown
Jacob Brown,FWD,631,77,18,8,True,4,65,1,0.0,0.0,0.8,0.0,0.8,13,0.16,0.0,0.16,1.99,0,0,-2,2,49,1.3,1,0,PROMOTED,0.0,,,,,,Unknown
Divock Origi,FWD,714,88,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,1.2,2,2,16,0.0,,,,,,Unknown
Ivan Toney,FWD,117,83,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,79,0.0,0,3,9,0.0,,,,,,Unknown
Eddie Nketiah,FWD,13,84,7,12,False,4,22,0,0.0,0.0,1.5,3.0,1.1,11,0.06,0.0,0.06,0.06,0,0,-3,0,55,2.8,2,2,2,0.0,,,,,,Unknown
Kieffer Moore,FWD,76,82,20,13,True,4,5,0,0.0,0.0,0.1,0.2,0.5,0,0.0,0.01,0.01,0.52,0,0,2,1,47,0.7,2,1,15,0.0,,,,,,Unknown
Rasmus Højlund,FWD,617,89,17,PROMOTED,False,5,62,1,0.0,0.0,4.8,6.4,1.7,40,0.37,0.0,0.37,1.33,0,0,0,2,72,3.0,2,1,3,0.0,,,,,,Unknown
Luke Plange,FWD,237,87,15,4,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,4,11,0.0,,,,,,Unknown
Andi Zeqiri,FWD,155,86,13,1,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,1,2,6,0.0,,,,,,Unknown
Fábio Silva,FWD,552,82,3,15,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,53,0.3,2,1,13,0.0,,,,,,Unknown
William Osula,FWD,490,89,14,3,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,-0.2,2,1,PROMOTED,0.0,,,,,,Unknown
Ollie Watkins,FWD,60,81,19,14,True,4,90,1,1.0,1.0,12.6,58.6,14.7,53,0.6,0.04,0.64,1.15,0,2,36,11,82,13.0,1,4,7,0.0,,,,,,Unknown
Gianluca Scamacca,FWD,541,81,2,7,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,1,4,14,0.0,,,,,,Unknown
Danny Ings,FWD,535,81,2,7,False,4,4,0,0.0,0.0,0.2,2.2,0.0,0,0.0,0.0,0.0,0.31,0,0,3,1,57,0.3,1,4,14,0.0,,,,,,Unknown
Daniel Jebbison,FWD,483,89,14,3,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,48,-0.2,2,1,PROMOTED,0.0,,,,,,Unknown
Jean-Philippe Mateta,FWD,232,87,15,4,False,3,60,1,0.0,0.0,0.7,0.0,1.8,6,0.09,0.0,0.09,1.75,0,0,1,1,49,1.2,0,4,11,0.0,,,,,,Unknown
Michael Obafemi,FWD,174,83,4,9,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,0,3,PROMOTED,0.0,,,,,,Unknown
Elijah Adebayo,FWD,314,88,16,16,False,5,18,0,1.0,0.0,7.6,35.4,11.2,29,0.63,0.02,0.65,0.1,0,0,26,5,48,3.3,2,2,PROMOTED,0.0,,,,,,Unknown
Dominic Calvert-Lewin,FWD,246,85,11,5,False,3,60,1,0.0,0.0,3.9,9.2,10.3,19,0.06,0.02,0.08,0.76,0,0,10,2,58,2.8,0,2,17,0.0,,,,,,Unknown
Halil Dervişoğlu,FWD,100,83,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,3,9,0.0,,,,,,Unknown
João Pedro Junqueira de Jesus,FWD,135,86,13,1,False,3,64,1,0.0,0.0,0.7,0.4,4.1,2,0.0,0.02,0.02,0.48,0,0,3,2,53,1.7,1,2,6,0.0,,,,,,Unknown
Iliman Ndiaye,FWD,486,89,14,3,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Neal Maupay,FWD,258,83,6,PROMOTED,True,5,87,1,0.0,1.0,6.5,16.6,14.3,34,0.76,0.21,0.97,1.14,0,0,10,5,49,2.5,0,3,9,0.0,,,,,,Unknown
